label,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,feat_94,feat_95,feat_96,feat_97,feat_98,feat_99,feat_100,feat_101,feat_102,feat_103,feat_104,feat_105,feat_106,feat_107,feat_108,feat_109,feat_110,feat_111,feat_112,feat_113,feat_114,feat_115,feat_116,feat_117,feat_118,feat_119,feat_120,feat_121,feat_122,feat_123,feat_124,feat_125
A,0.025247681885957718,0.013725030235946178,-0.0345853753387928,0.7009429931640625,-0.7097853422164917,-0.030410539358854294,0.9653806686401367,-0.7592977285385132,-0.10828948020935059,1.3817903995513916,-0.5935836434364319,-0.3298181891441345,1.7493789196014404,-0.1535027027130127,-0.6336622834205627,-0.020675281062722206,-0.9720923900604248,-0.0018335075583308935,0.0070672123692929745,-0.6710497736930847,-0.20058268308639526,0.027878185734152794,0.024822033941745758,-0.5944932699203491,-0.009420297108590603,1.0961202383041382,-1.2631361484527588,-0.17912527918815613,-0.9900124073028564,-0.01456901803612709,-0.22027996182441711,-0.655368983745575,-0.20145630836486816,-0.19332972168922424,0.0023651123046875,-0.6032978296279907,-0.21796053647994995,1.087915062904358,-1.3021382093429565,-0.40849679708480835,-0.9336853623390198,-0.02059229463338852,-0.3722853660583496,-0.608557403087616,-0.21151421964168549,-0.3841342031955719,0.10834689438343048,-0.6439352035522461,-0.3755468428134918,1.1115138530731201,-1.2530850172042847,-0.5527347922325134,-0.8555927276611328,0.01054814551025629,-0.5749853253364563,-0.5044071078300476,-0.20042835175991058,-0.5481562614440918,0.19560489058494568,-0.6318398118019104,-0.5897679924964905,1.178807258605957,-1.2572367191314697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.04224126413464546,-0.03438415750861168,0.031061926856637,0.6608268618583679,-0.7272957563400269,0.04131282493472099,0.98157799243927,-0.7717338800430298,-0.10526549816131592,1.3951903581619263,-0.5155404806137085,-0.31108924746513367,1.7324317693710327,-0.13566002249717712,-0.5613696575164795,0.017205707728862762,-1.0438756942749023,-0.0288636926561594,-0.005837856791913509,-0.6572633385658264,-0.19269618391990662,-0.0024413110222667456,0.017715809866786003,-0.6406596899032593,0.03091413527727127,1.088024616241455,-1.3548954725265503,-0.18873219192028046,-0.9899351596832275,0.029019489884376526,-0.15355327725410461,-0.6351588368415833,-0.2337190806865692,-0.22770409286022186,0.027786636725068092,-0.6519742608070374,-0.1865200400352478,1.0878709554672241,-1.2102018594741821,-0.437387615442276,-0.9094502925872803,-0.03196944296360016,-0.37903958559036255,-0.5392745137214661,-0.2004803866147995,-0.3687124252319336,0.11365441232919693,-0.6565284132957458,-0.4087526202201843,1.1579937934875488,-1.2770850658416748,-0.5625919103622437,-0.7947041988372803,-0.0016387909417971969,-0.5948195457458496,-0.49676936864852905,-0.22585177421569824,-0.5516419410705566,0.1957784742116928,-0.6144534945487976,-0.6151835322380066,1.2194180488586426,-1.2785950899124146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,-0.005737424362450838,0.0006758386152796447,0.010202708654105663,0.6394891142845154,-0.7389583587646484,0.04069177061319351,1.0506219863891602,-0.8046438694000244,-0.0880451574921608,1.3572198152542114,-0.5464118123054504,-0.3117838203907013,1.6993259191513062,-0.1415451318025589,-0.5692955255508423,-0.03716917335987091,-1.0112848281860352,-0.02528569847345352,-0.019028019160032272,-0.6490131616592407,-0.15692701935768127,0.028278110548853874,0.026581324636936188,-0.6057755351066589,0.015122376382350922,1.0548700094223022,-1.2812070846557617,-0.19474874436855316,-1.0096982717514038,-0.01489227544516325,-0.20381346344947815,-0.6348193287849426,-0.20655809342861176,-0.2024005502462387,0.04568691924214363,-0.6636682748794556,-0.1677161306142807,1.0939507484436035,-1.2611812353134155,-0.4037364423274994,-0.9049186706542969,0.00165381352417171,-0.3390635848045349,-0.59386146068573,-0.1676579862833023,-0.38222208619117737,0.14060212671756744,-0.5630410313606262,-0.4191378057003021,1.1473134756088257,-1.2800776958465576,-0.5605219006538391,-0.8066534399986267,0.022582003846764565,-0.5432940721511841,-0.46679574251174927,-0.20982632040977478,-0.5616382360458374,0.20134992897510529,-0.6222724318504333,-0.6052786111831665,1.2653883695602417,-1.220155119895935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,-0.03168105334043503,-0.03198811784386635,0.02356141433119774,0.7036137580871582,-0.7877070903778076,0.0059732673689723015,0.9801449179649353,-0.7728955149650574,-0.13288789987564087,1.3757420778274536,-0.5580515265464783,-0.327388197183609,1.7143892049789429,-0.15768428146839142,-0.6211876273155212,0.0037977700121700764,-0.9933433532714844,0.019944483414292336,-0.03726531192660332,-0.6659724712371826,-0.2481367588043213,-0.0019825948402285576,0.02199745923280716,-0.6683558821678162,-0.030275169759988785,1.0640043020248413,-1.2448608875274658,-0.1800658255815506,-0.9756258130073547,-0.018290884792804718,-0.15703679621219635,-0.6360228657722473,-0.23365139961242676,-0.1744467318058014,0.04841144382953644,-0.6491998434066772,-0.19663020968437195,1.0807336568832397,-1.2269177436828613,-0.3810318410396576,-0.9128040671348572,0.0013089115964248776,-0.38708388805389404,-0.5765456557273865,-0.18618004024028778,-0.3706170916557312,0.09223287552595139,-0.6430299878120422,-0.42142200469970703,1.1501407623291016,-1.284436821937561,-0.5545365214347839,-0.8706441521644592,0.04813217744231224,-0.6060184240341187,-0.43149542808532715,-0.19758018851280212,-0.5723071098327637,0.17667722702026367,-0.6453744173049927,-0.5410976409912109,1.2286449670791626,-1.274034857749939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.05474904179573059,0.006959569174796343,0.040664464235305786,0.7154967784881592,-0.7491265535354614,-0.003871721914038062,1.0204962491989136,-0.7792093753814697,-0.09536710381507874,1.3601770401000977,-0.5609539151191711,-0.2955999970436096,1.7595734596252441,-0.10217633843421936,-0.5959377884864807,-0.027479253709316254,-1.010136365890503,0.031225604936480522,0.019008470699191093,-0.6550920009613037,-0.21647918224334717,-0.056364964693784714,0.04221402108669281,-0.597470760345459,-0.005441621411591768,1.0522836446762085,-1.2881817817687988,-0.24175336956977844,-1.0302022695541382,0.023488150909543037,-0.19858495891094208,-0.5898800492286682,-0.19985301792621613,-0.21256302297115326,0.07601983845233917,-0.6642401218414307,-0.22758275270462036,1.0710835456848145,-1.2343099117279053,-0.34129416942596436,-0.9438838958740234,0.02063588798046112,-0.3895363509654999,-0.5609579682350159,-0.2476913332939148,-0.34013599157333374,0.09501802176237106,-0.6302091479301453,-0.3839222490787506,1.1500847339630127,-1.236202597618103,-0.5567129254341125,-0.8550114631652832,-0.04163004457950592,-0.5461069941520691,-0.5000150203704834,-0.19424529373645782,-0.532715380191803,0.1743772327899933,-0.5588810443878174,-0.5782275795936584,1.2336745262145996,-1.2617148160934448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,-0.023047620430588722,-0.001103623304516077,-0.021666035056114197,0.7263733148574829,-0.7695366740226746,-0.027133140712976456,0.971423864364624,-0.7587120532989502,-0.06389614939689636,1.397712230682373,-0.5844431519508362,-0.33237752318382263,1.7598294019699097,-0.0925702154636383,-0.5936545729637146,0.011058242060244083,-0.9949514865875244,0.019913850352168083,0.012134304270148277,-0.6433427929878235,-0.23792576789855957,0.011570152826607227,0.08445314317941666,-0.6215011477470398,0.02619706653058529,1.0082942247390747,-1.2885026931762695,-0.20306281745433807,-0.9678947329521179,-0.0030423670541495085,-0.1997053474187851,-0.6347194910049438,-0.22411426901817322,-0.19337774813175201,0.04691235348582268,-0.6331233978271484,-0.20941738784313202,1.0542223453521729,-1.3038365840911865,-0.38107988238334656,-0.9312413334846497,0.03859229385852814,-0.42034676671028137,-0.616950273513794,-0.20357882976531982,-0.38059547543525696,0.13558073341846466,-0.6059145331382751,-0.40086787939071655,1.1202168464660645,-1.269917368888855,-0.5362913012504578,-0.8130995631217957,0.022953303530812263,-0.5602506995201111,-0.5071292519569397,-0.22021111845970154,-0.5883522629737854,0.1695196032524109,-0.6397802829742432,-0.5886416435241699,1.2234567403793335,-1.2625199556350708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,-0.007955438457429409,0.046242255717515945,-0.024809882044792175,0.6701947450637817,-0.7425839304924011,-0.02898763120174408,0.9875321388244629,-0.772597074508667,-0.14544038474559784,1.3740464448928833,-0.6264849305152893,-0.3148098886013031,1.7543888092041016,-0.10746676474809647,-0.6531447172164917,0.010041753761470318,-0.9756341576576233,-0.028997676447033882,-0.0198651310056448,-0.6766670942306519,-0.21179015934467316,0.007401847280561924,0.023244107142090797,-0.6123715043067932,0.0020038695074617863,1.024101734161377,-1.22309410572052,-0.21730653941631317,-1.0067214965820312,-0.016743922606110573,-0.21328537166118622,-0.6156780123710632,-0.22419723868370056,-0.22980667650699615,0.059392914175987244,-0.6345809698104858,-0.19137738645076752,1.0308012962341309,-1.2906368970870972,-0.39483901858329773,-0.952386200428009,-0.03494386002421379,-0.37412887811660767,-0.6246244311332703,-0.24097056686878204,-0.3957487940788269,0.11749037355184555,-0.65167635679245,-0.3563981354236603,1.13837468624115,-1.2637121677398682,-0.5827579498291016,-0.8154200315475464,0.021705470979213715,-0.5713844895362854,-0.4754049479961395,-0.18279603123664856,-0.595408022403717,0.19186978042125702,-0.6304011940956116,-0.5663511157035828,1.2319903373718262,-1.2831249237060547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.029856039211153984,-0.0414828360080719,0.0012662052176892757,0.6717653870582581,-0.7342458963394165,0.002070486778393388,1.0139960050582886,-0.777504563331604,-0.03427448123693466,1.38756263256073,-0.5455227494239807,-0.2699073255062103,1.7657749652862549,-0.12487231194972992,-0.6365590691566467,0.002697693882510066,-1.019628643989563,0.027364062145352364,0.03749856352806091,-0.6094540357589722,-0.17559871077537537,-0.0016335246618837118,0.03189057856798172,-0.6636521816253662,-0.012225648388266563,1.0570244789123535,-1.2014167308807373,-0.17933835089206696,-0.9146278500556946,0.03595344349741936,-0.18416428565979004,-0.6370407938957214,-0.18985086679458618,-0.1915322244167328,0.03498547896742821,-0.657058835029602,-0.20081503689289093,1.1222947835922241,-1.3276357650756836,-0.3892725110054016,-0.9183679819107056,0.01785689778625965,-0.4328634738922119,-0.5758757591247559,-0.21853113174438477,-0.3995409905910492,0.1455819010734558,-0.6402894854545593,-0.4055864214897156,1.1358739137649536,-1.2539002895355225,-0.5973743796348572,-0.7474120855331421,0.011083348654210567,-0.5851112604141235,-0.5066052675247192,-0.23307397961616516,-0.5970081686973572,0.2143355756998062,-0.6313976049423218,-0.574812650680542,1.2400397062301636,-1.2442431449890137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,-0.024311073124408722,-0.005686585325747728,0.007478795014321804,0.7223759293556213,-0.7372283935546875,-0.025927651673555374,1.0200409889221191,-0.7525017857551575,-0.08757713437080383,1.3871116638183594,-0.5711171627044678,-0.3011486530303955,1.7577449083328247,-0.08230255544185638,-0.6257565021514893,-0.01324479840695858,-0.9960827827453613,0.02500953897833824,-0.05644584447145462,-0.6447714567184448,-0.18995977938175201,0.013714420609176159,0.03555826470255852,-0.6416288614273071,-0.0051268320530653,1.0507116317749023,-1.2664722204208374,-0.21783855557441711,-0.9265699982643127,0.004053752403706312,-0.17555510997772217,-0.609697699546814,-0.20278719067573547,-0.18527552485466003,0.06168974190950394,-0.6082755923271179,-0.19912755489349365,1.099941372871399,-1.2308545112609863,-0.39661476016044617,-0.8912703990936279,-0.012244713492691517,-0.38998886942863464,-0.5700588226318359,-0.20081302523612976,-0.4248766005039215,0.10833104699850082,-0.6305636167526245,-0.407451868057251,1.160627841949463,-1.2257136106491089,-0.5689375400543213,-0.8427437543869019,-0.02998063713312149,-0.5543081164360046,-0.48171547055244446,-0.2129940390586853,-0.556464433670044,0.23863637447357178,-0.6095292568206787,-0.5787458419799805,1.2192723751068115,-1.2648314237594604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.011592977680265903,-0.037089452147483826,-0.001914746011607349,0.6766782999038696,-0.7660242915153503,-0.05462538078427315,1.0261458158493042,-0.7706467509269714,-0.07676561921834946,1.3938713073730469,-0.5774288177490234,-0.2745051681995392,1.7280420064926147,-0.12785141170024872,-0.6135673522949219,0.0029932104516774416,-1.0256919860839844,-0.009469651617109776,0.036193981766700745,-0.6469480395317078,-0.2370251715183258,0.007910321466624737,0.015217612497508526,-0.6232972741127014,-0.004478518385440111,1.0398168563842773,-1.2268682718276978,-0.18838003277778625,-0.9896181225776672,0.008932837285101414,-0.18655908107757568,-0.6811327338218689,-0.2380499392747879,-0.19544988870620728,0.03960694000124931,-0.6574690937995911,-0.20310655236244202,1.1110271215438843,-1.2816088199615479,-0.3989238739013672,-0.9436274170875549,0.012712135910987854,-0.43297499418258667,-0.6267938613891602,-0.24709178507328033,-0.35667508840560913,0.11953378468751907,-0.6428657174110413,-0.4311441481113434,1.0907843112945557,-1.229170799255371,-0.5795503258705139,-0.8420804142951965,-0.015569331124424934,-0.5982543230056763,-0.47646817564964294,-0.21055540442466736,-0.5512562990188599,0.21954193711280823,-0.6262618899345398,-0.5639520287513733,1.2373154163360596,-1.2404537200927734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
